Name,Labelbox category,Supervisely Category,Labelbox Object Title,Labelbox Title or Answer Text,Supervisely ClassTitle or Tag,Supervisely Values,Checkbox for follow-up,Assigned to,Table 6
"""Background fortress - Portugal""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Background fortress - Portugal"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Background fortress - Portugal""","""""""Background fortress - Portugal"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Background fortress - Portugal""",,Samy Boutouis,
"""Hilltop ruins""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Hilltop ruins"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Hilltop ruins""","""""""Hilltop ruins"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Hilltop ruins""",,Samy Boutouis,
"""Foreground fortress - Castile""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Foreground fortress - Castile"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Foreground fortress - Castile""","""""""Foreground fortress - Castile"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Foreground fortress - Castile""",,Samy Boutouis,
"""Complete or partially occluded""-""objects"" -> ""classifications"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Complete or partially occluded""","""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Partially occluded or Complete?""",,Samy Boutouis,
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Complete""","""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Complete""",,Samy Boutouis,
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Partially occluded""","""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Partially Occluded""",,Samy Boutouis,
"""Under Sail?""-""objects"" -> ""classifications"" -> ""title""-""""""watercraft by method of propulsion"""" """"objects"""" -> """"title""""""===>""""""* Under Sail?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""watercraft by method of propulsion"""" """"objects"""" -> """"title""""""","""Under Sail?""","""""""* Under Sail?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Under Sail?""",,,
"""Yes""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""watercraft by method of propulsion"""" """"objects"""" -> """"title""""""===>""""""Sailing"""" """"objects"""" -> tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""watercraft by method of propulsion"""" """"objects"""" -> """"title""""""","""Yes""","""""""Sailing"""" """"objects"""" -> tags"""" -> """"value""""""","""Sailing""",,,
"""No""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""watercraft by method of propulsion"""" """"objects"""" -> """"title""""""===>""""""Anchored"""" """"objects"""" -> tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""watercraft by method of propulsion"""" """"objects"""" -> """"title""""""","""No""","""""""Anchored"""" """"objects"""" -> tags"""" -> """"value""""""","""Anchored""",,,
"""Merlon Style""-""objects"" -> ""classifications"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""* Merlon shape?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Merlon Style""","""""""* Merlon shape?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Merlon shape?""",,,
"""Pointed""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Pointed"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Pointed""","""""""Pointed"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Pointed""",,,
"""Flat""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Flat"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Flat""","""""""Flat"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Flat""",,,
"""Bell tower shape""-""objects"" -> ""classifications"" -> ""title""-""""""Christian religious buildings"""" """"objects"""" -> """"title""""""===>""""""* Bell tower shape?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""Christian religious buildings"""" """"objects"""" -> """"title""""""","""Bell tower shape""","""""""* Bell tower shape?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Bell tower shape?""",,,
"""Rectangular (Similar to a castle tower in scale)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Christian religious buildings"""" """"objects"""" -> """"title""""""===>""""""Rectangular (Similar to a castle tower in scale)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""Christian religious buildings"""" """"objects"""" -> """"title""""""","""Rectangular (Similar to a castle tower in scale)""","""""""Rectangular (Similar to a castle tower in scale)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Rectangular (Similar to a castle tower in scale)""",,,
"""Campanario (bell wall)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Christian religious buildings"""" """"objects"""" -> """"title""""""===>""""""Campanario (bell wall)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""Christian religious buildings"""" """"objects"""" -> """"title""""""","""Campanario (bell wall)""","""""""Campanario (bell wall)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Campanario (bell wall)""",,,
"""(Roughly) How many trees in the set? (numbers only)""-""objects"" -> ""classifications"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""* Number of rocks or trees in the container?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""plant"""" """"objects"""" -> """"title""""""","""(Roughly) How many trees in the set? (numbers only)""","""""""* Number of rocks or trees in the container?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Number of rocks or trees in the container?""",,,
"""Roof type""-""objects"" -> ""classifications"" -> ""title""-""""""house part"""" """"objects"""" -> """"title""""""===>""""""* Roof Style"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""house part"""" """"objects"""" -> """"title""""""","""Roof type""","""""""* Roof Style"""" """"objects"""" -> tags"""" -> """"name""""""","""* Roof Style""",,,
"""Front facade, side facade or underside??""-""objects"" -> ""classifications"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""* Front Facade, Side Facade, Round, Eave, Top, or Back side?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Front facade, side facade or underside??""","""""""* Front Facade, Side Facade, Round, Eave, Top, or Back side?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Front Facade, Side Facade, Round, Eave, Top, or Back side?""",,,
"""Number of merlons (numbers only)""-""objects"" -> ""classifications"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""* Number of Merlons?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Number of merlons (numbers only)""","""""""* Number of Merlons?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Number of Merlons?""",,,
"""Number of merlons (number only)""-""objects"" -> ""classifications"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""* Number of Merlons?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Number of merlons (number only)""","""""""* Number of Merlons?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Number of Merlons?""",,,
"""Base side facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Base side facade""","""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Side facade""",,,
"""Large curving tiles (Stone?)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""house part"""" """"objects"""" -> """"title""""""===>""""""Large curving tiles (Stone?)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""house part"""" """"objects"""" -> """"title""""""","""Large curving tiles (Stone?)""","""""""Large curving tiles (Stone?)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Large curving tiles (Stone?)""",,,
"""Base front facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Base front facade""","""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Front facade""",,,
"""Arch side-facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Arch side-facade""","""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Side facade""",,,
"""Cross-beam & rope""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Cross-beam & rope""","""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Front facade""",,,
"""Parallel wavy lines (Thatch)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""house part"""" """"objects"""" -> """"title""""""===>""""""Parallel wavy lines (Thatch)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""house part"""" """"objects"""" -> """"title""""""","""Parallel wavy lines (Thatch)""","""""""Parallel wavy lines (Thatch)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Parallel wavy lines (Thatch)""",,,
"""Crosshatched (Tile)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""house part"""" """"objects"""" -> """"title""""""===>""""""Crosshatched (Tile)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""house part"""" """"objects"""" -> """"title""""""","""Crosshatched (Tile)""","""""""Crosshatched (Tile)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Crosshatched (Tile)""",,,
